,Subject Age Group,Stop Resolution,Weapon Type,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Officer Age,Weekday,Time of Month,Precinct,Watch,Final Call Re-map,Initial Call Re-map
11450,2,0,Unknown,0,White,White,1,2,3,2,WEST,3,trespass,suspicious
11451,2,1,Unknown,0,White,African American,0,3,2,1,SOUTH,2,under influence,homicide
11452,2,1,Unknown,0,White,White,0,3,6,1,WEST,3,trespass,suspicious
11453,2,0,Unknown,1,White,White,0,5,3,1,WEST,3,hazard,suspicious
11454,2,0,Unknown,0,Native,White,1,4,1,2,NORTH,2,vice,vice
11455,2,0,Unknown,0,White,White,1,4,4,1,NORTH,3,vice,suspicious
11456,2,1,Unknown,0,White,Asian,0,3,0,2,WEST,2,trespass,suspicious
11457,2,0,Lethal Blade,0,White,Unknown,0,4,5,2,WEST,2,assist others,assault
11458,2,1,Unknown,0,Multi-Racial,Unknown,0,3,1,2,NORTH,3,assault,weapon
11459,2,0,Firearm,0,White,White,0,3,2,2,WEST,2,assist others,weapon
11460,2,0,Unknown,0,White,African American,0,3,4,1,NORTH,2,unknown,suspicious
11461,2,0,Unknown,0,White,White,0,5,2,2,GANG,0,unknown,unknown
11462,2,0,Unknown,0,White,White,1,3,3,3,NORTH,3,auto,auto
11463,2,0,Unknown,0,White,White,0,3,5,3,EAST,3,trespass,mischief
11464,2,0,Unknown,1,White,White,0,3,6,1,WEST,3,suspicious,suspicious
11465,2,0,Unknown,0,White,White,2,4,6,1,SOUTH,1,suspicious,suspicious
11466,2,0,Unknown,0,White,White,0,2,2,2,WEST,2,trespass,suspicious
11467,2,1,Unknown,0,White,African American,0,3,2,2,TRAINING,0,theft,theft
11468,2,1,Unknown,0,Hispanic,White,0,2,5,2,WEST,3,domestic violence,assault
11469,2,0,Unknown,0,White,African American,0,3,6,1,EAST,2,theft,theft
11470,2,1,Unknown,0,Hispanic,Unknown,0,3,0,3,TRAINING,0,domestic violence,assault
11471,2,0,Unknown,0,White,African American,1,4,5,1,SOUTHWEST,2,disturbance,assault
11472,2,0,Unknown,0,White,White,0,6,3,3,NORTH,2,theft,suspicious
11473,2,0,Unknown,0,White,African American,0,3,6,1,SOUTH,1,theft,theft
11474,2,1,Unknown,1,White,White,0,3,6,1,NORTH,1,traffic,auto
11475,2,1,Unknown,0,African American,White,1,3,0,1,SOUTHWEST,2,trespass,trespass
11476,2,0,Unknown,0,White,Unknown,0,2,5,2,TRAINING,0,suspicious,unknown
11477,2,0,Unknown,0,White,White,1,3,6,3,SOUTH,2,weapon,assault
11478,2,1,Unknown,0,White,White,1,3,6,3,TRAINING,0,domestic violence,assault
11479,2,1,Lethal Blade,0,White,White,0,3,6,2,EAST,2,weapon,disturbance
11480,2,0,Unknown,1,Hispanic,African American,0,2,1,2,TRAINING,0,domestic violence,assist
11481,2,1,Unknown,1,White,White,1,5,4,2,EAST,2,property damage,property damage
11482,2,0,Unknown,0,White,African American,1,3,1,2,WEST,2,auto,auto
11483,2,1,Lethal Blade,0,White,White,0,3,6,2,WEST,2,weapon,disturbance
11484,2,0,Unknown,0,White,Unknown,1,4,4,2,NORTH,0,vice,traffic
11485,2,1,Unknown,0,White,White,0,4,0,2,NORTH,1,unknown,unknown
11486,2,0,Unknown,0,White,White,1,3,4,2,EAST,2,domestic violence,assault
11487,2,0,Unknown,0,White,Unknown,0,2,6,2,TRAINING,0,suspicious,suspicious
11488,2,0,Unknown,1,White,Unknown,1,3,0,2,TRAINING,0,disturbance,disturbance
11489,2,0,Unknown,1,White,White,0,3,6,3,SOUTH,2,assault,assault
11490,2,0,Unknown,0,White,White,0,2,3,3,NORTH,3,disturbance,disturbance
11491,2,0,Unknown,0,White,White,1,2,5,3,WEST,3,trespass,suspicious
11492,2,0,Unknown,0,White,Unknown,1,5,0,2,WEST,3,suspicious,suspicious
11493,2,1,Unknown,0,White,Unknown,0,3,5,3,WEST,2,traffic,traffic
11494,2,1,Unknown,1,White,White,0,4,2,1,WEST,3,assault,assault
11495,2,1,Firearm,0,White,White,0,3,6,2,EAST,2,weapon,disturbance
11496,2,0,Unknown,0,Hispanic,Unknown,0,3,2,3,SOUTHWEST,2,assist others,assist others
11497,2,0,Unknown,0,Multi-Racial,Unknown,0,4,2,3,WEST,2,disturbance,disturbance
11498,2,1,Unknown,1,White,White,0,5,3,3,EAST,1,trespass,suspicious
11499,2,0,Unknown,0,White,African American,1,3,3,3,WEST,2,trespass,theft
11500,2,0,Unknown,0,White,Asian,0,3,5,3,EAST,2,theft,trespass
11501,2,0,Unknown,0,White,Unknown,0,5,4,1,SOUTH,3,theft,theft
11502,2,1,Unknown,0,White,Asian,1,3,3,2,WEST,3,domestic violence,assault
11503,2,1,Unknown,0,White,White,0,3,2,1,SOUTH,2,assault,assault
11504,2,0,Lethal Blade,0,White,White,0,3,4,3,EAST,3,assault,disturbance
11505,2,1,Unknown,0,White,White,0,2,6,1,TRAINING,0,domestic violence,disturbance
11506,2,1,Unknown,0,White,Unknown,0,3,5,1,WEST,1,traffic,suspicious
11507,2,1,Unknown,0,White,White,0,4,2,2,WEST,3,theft,suspicious
11508,2,1,Firearm,0,White,Asian,0,3,0,2,SOUTH,1,theft,weapon
11509,2,0,Unknown,0,White,White,0,3,4,2,NORTH,1,suspicious,theft
11510,2,0,Unknown,0,White,African American,0,2,6,2,WEST,2,assault,assault
11511,2,0,Unknown,0,Asian,Unknown,0,3,1,2,WEST,3,auto,auto
11512,2,1,Unknown,1,White,African American,1,3,6,1,WEST,3,domestic violence,assault
11513,2,1,Unknown,0,White,African American,0,2,1,3,SOUTH,1,theft,theft
11514,2,1,Unknown,1,Hispanic,White,0,3,6,2,TRAINING,0,traffic,auto
11515,2,0,Unknown,0,White,White,0,4,6,2,NORTH,3,vice,traffic
11516,2,0,Unknown,0,White,White,1,3,1,3,WEST,3,disturbance,suspicious
11517,2,1,Unknown,0,Multi-Racial,Asian,1,2,2,3,NORTH,3,domestic violence,assault
11518,2,1,Unknown,0,White,White,0,3,5,2,WEST,2,under influence,warrant
11519,2,0,Unknown,1,Multi-Racial,African American,1,3,3,2,EAST,1,domestic violence,suspicious
11520,2,0,Unknown,0,White,White,0,3,4,2,EAST,3,trespass,trespass
11521,2,1,Unknown,0,White,Unknown,0,3,6,3,TRAINING,0,domestic violence,assault
11522,2,0,Unknown,0,White,Native,1,3,1,2,SOUTH,1,unknown,unknown
11523,2,0,Unknown,1,Multi-Racial,White,0,3,6,1,SOUTH,1,suspicious,theft
11524,2,1,Unknown,0,Hispanic,White,0,3,3,2,SOUTHWEST,1,warrant,weapon
11525,2,0,Unknown,1,Hispanic,African American,0,2,4,2,TRAINING,0,suspicious,suspicious
11526,2,0,Unknown,0,White,White,1,3,3,3,WEST,3,traffic,under influence
11527,2,1,Unknown,0,Hispanic,African American,0,3,4,3,SOUTH,3,theft,theft
11528,2,0,Unknown,0,White,White,1,6,6,1,SOUTHWEST,2,trespass,mischief
11529,2,1,Unknown,0,Multi-Racial,White,0,2,6,1,NORTH,3,assault,disturbance
11530,2,0,Unknown,0,White,White,0,2,5,1,WEST,3,assist others,assist others
11531,2,0,Unknown,0,Native,White,1,4,2,2,EAST,2,trespass,trespass
11532,2,0,Unknown,0,White,White,1,5,6,1,EAST,2,trespass,theft
11533,2,0,Unknown,0,White,African American,1,3,3,2,TRAINING,0,traffic,traffic
11534,2,0,Unknown,0,White,African American,1,4,5,2,WEST,3,traffic,theft
11535,2,0,Unknown,1,White,African American,0,3,4,1,NORTH,3,suspicious,suspicious
11536,2,0,Unknown,0,White,Unknown,0,3,1,3,EAST,2,suspicious,theft
11537,2,0,Unknown,0,White,White,0,3,1,2,TRAINING,0,warrant,mischief
11538,2,0,Unknown,0,White,African American,0,3,0,3,WEST,3,warrant,disturbance
11539,2,0,Unknown,0,White,White,1,3,6,1,WEST,3,domestic violence,disturbance
11540,2,0,Unknown,0,White,African American,1,4,4,2,NORTH,0,warrant,warrant
11541,2,0,Unknown,1,Multi-Racial,Native,0,3,1,2,NORTH,3,disturbance,disturbance
11542,2,0,Unknown,0,White,White,0,3,1,3,WEST,2,arson,arson
11543,2,1,Blunt Force,0,White,African American,0,2,4,3,TRAINING,0,under influence,under influence
11544,2,0,Unknown,0,White,African American,0,3,5,1,TRAINING,0,trespass,suspicious
11545,2,1,Blunt Force,0,White,White,0,3,1,1,TRAINING,0,theft,suspicious
11546,2,0,Unknown,0,White,White,1,5,1,1,NORTH,2,theft,theft
11547,2,1,Unknown,0,White,White,0,4,1,2,WEST,3,warrant,person in crisis
11548,2,0,Unknown,1,White,African American,0,2,5,2,WEST,3,suspicious,suspicious
11549,2,0,Unknown,0,White,African American,0,3,2,1,WEST,2,disturbance,disturbance
11550,2,0,Unknown,0,African American,Unknown,0,3,4,3,EAST,3,suspicious,suspicious
11551,2,1,Firearm,0,White,White,0,3,2,1,WEST,3,weapon,disturbance
11552,2,0,Unknown,0,White,White,1,3,2,1,EAST,3,property damage,property damage
11553,2,0,Unknown,0,White,White,0,2,2,2,TRAINING,0,disturbance,assault
11554,2,0,Unknown,0,White,Unknown,0,3,3,2,WEST,2,warrant,homicide
11555,2,0,Unknown,1,Multi-Racial,Native,0,3,1,2,NORTH,3,disturbance,disturbance
11556,2,0,Unknown,0,White,Asian,0,4,4,2,SOUTHWEST,3,suspicious,theft
11557,2,1,Unknown,0,White,African American,0,3,1,2,TRAINING,0,domestic violence,disturbance
11558,2,1,Unknown,0,White,White,1,3,6,1,WEST,3,theft,theft
11559,2,0,Unknown,0,Asian,White,0,3,5,2,WEST,3,assault,disturbance
11560,2,0,Unknown,0,White,Unknown,0,3,3,2,EAST,0,theft,suspicious
11561,2,0,Unknown,0,Multi-Racial,Unknown,1,4,2,2,EAST,1,trespass,trespass
11562,2,0,Unknown,0,White,White,0,3,4,2,SOUTHWEST,3,disturbance,traffic
11563,2,0,Unknown,0,White,African American,0,3,4,1,NORTH,1,trespass,disturbance
11564,2,0,Unknown,0,White,African American,0,3,5,2,WEST,3,traffic,theft
11565,2,0,Unknown,0,White,White,0,3,6,3,WEST,2,under influence,suspicious
11566,2,1,Unknown,0,White,African American,1,3,2,2,SOUTH,3,theft,suspicious
11567,2,0,Unknown,0,White,White,0,3,6,2,WEST,2,rape,assault
11568,2,0,Unknown,0,White,White,0,5,6,2,SOUTH,2,suspicious,suspicious
11569,2,0,Unknown,0,White,Unknown,0,4,2,2,NORTH,0,under influence,suspicious
11570,2,1,Unknown,0,White,White,1,2,1,3,TRAINING,0,traffic,under influence
11571,2,1,Unknown,0,Asian,Unknown,0,2,0,1,SOUTH,1,domestic violence,disturbance
11572,2,1,Unknown,0,White,African American,1,3,0,2,SOUTH,2,traffic,traffic
11573,2,0,Unknown,1,Multi-Racial,Native,0,3,1,2,NORTH,3,disturbance,disturbance
11574,2,0,Unknown,1,White,African American,1,4,6,2,WEST,3,weapon,assault
11575,2,0,Unknown,0,White,African American,0,4,6,2,EAST,3,suspicious,suspicious
11576,2,1,Unknown,0,White,Asian,1,3,6,2,NORTH,3,domestic violence,theft
11577,2,0,Unknown,0,White,African American,0,2,1,2,TRAINING,0,homicide,assault
11578,2,0,Unknown,0,Hispanic,White,0,4,3,3,SOUTHWEST,2,disturbance,weapon
11579,2,0,Unknown,0,Asian,Unknown,0,3,5,2,EAST,3,suspicious,assist
11580,2,0,Unknown,1,White,Unknown,0,4,5,2,NORTH,0,vice,traffic
11581,2,0,Unknown,0,White,White,0,3,1,2,TRAINING,0,trespass,suspicious
11582,2,0,Unknown,0,White,Unknown,0,3,5,1,WEST,1,suspicious,arson
11583,2,1,Unknown,0,White,African American,0,3,6,1,EAST,2,assault,disturbance
11584,2,0,Unknown,0,White,White,0,4,6,1,NORTH,1,trespass,theft
11585,2,0,Unknown,0,Hispanic,African American,1,3,6,1,SOUTH,1,person in crisis,person in crisis
11586,2,0,Unknown,0,White,White,0,3,5,2,EAST,3,suspicious,suspicious
11587,2,0,Unknown,0,White,White,1,3,1,2,TRAINING,0,warrant,mischief
11588,2,1,Unknown,0,White,White,0,2,6,2,WEST,3,assault,assault
11589,2,1,Unknown,0,White,White,0,3,1,3,EAST,3,arson,arson
11590,2,1,Unknown,0,Unknown,African American,0,3,5,3,NORTH,3,unknown,unknown
11591,2,0,Unknown,0,White,White,1,3,6,2,WEST,3,domestic violence,disturbance
11592,2,0,Unknown,0,White,African American,0,4,2,2,EAST,2,auto,traffic
11593,2,0,Unknown,0,Hispanic,Native,0,3,2,2,SOUTHWEST,1,suspicious,traffic
11594,2,1,Unknown,0,White,African American,0,3,3,2,SOUTH,1,domestic violence,assault
11595,2,0,Unknown,0,Hispanic,African American,1,3,6,3,NORTH,2,traffic,traffic
11596,2,0,Unknown,0,Unknown,White,0,5,2,3,NORTH,2,person in crisis,assist
11597,2,0,Unknown,0,Asian,White,1,2,3,3,TRAINING,0,theft,theft
11598,2,0,Unknown,0,White,African American,0,4,4,3,WEST,1,assault,disturbance
11599,2,0,Unknown,1,White,Unknown,0,3,5,3,EAST,3,assault,disturbance
11600,2,0,Unknown,0,White,African American,0,3,3,1,WEST,3,suspicious,theft
11601,2,1,Unknown,0,White,Asian,1,4,4,1,WEST,3,domestic violence,unknown
11602,2,0,Unknown,0,White,African American,0,4,4,1,TRAINING,0,disturbance,theft
11603,2,0,Unknown,0,White,White,1,3,6,2,NORTH,3,warrant,disturbance
11604,2,0,Unknown,0,White,White,0,3,4,2,NORTH,3,theft,theft
11605,2,0,Unknown,0,Multi-Racial,African American,2,3,6,2,WEST,1,traffic,homicide
11606,2,0,Unknown,0,White,White,0,3,1,1,TRAINING,0,suspicious,trespass
11607,2,0,Unknown,0,White,White,1,3,6,2,TRAINING,0,traffic,weapon
11608,2,0,Unknown,0,White,White,0,3,4,2,NORTH,1,trespass,trespass
11609,2,0,Unknown,0,White,Unknown,0,2,3,3,TRAINING,0,disturbance,theft
11610,2,0,Unknown,0,White,African American,0,3,0,1,SOUTH,1,suspicious,suspicious
11611,2,0,Unknown,0,White,White,1,4,3,1,NORTH,3,vice,traffic
11612,2,0,Unknown,0,Native,Unknown,0,3,6,2,NORTH,3,assist others,assist others
11613,2,0,Unknown,0,Asian,African American,0,2,4,2,SOUTH,1,person in crisis,suspicious
11614,2,1,Unknown,0,Hispanic,White,0,3,6,2,SOUTHWEST,0,traffic,disturbance
11615,2,0,Unknown,1,White,African American,1,3,3,2,SOUTH,3,warrant,traffic
11616,2,0,Unknown,0,White,Unknown,0,3,2,2,TRAINING,0,disturbance,disturbance
11617,2,0,Unknown,0,Hispanic,African American,0,3,3,2,WEST,3,suspicious,theft
11618,2,0,Unknown,1,White,White,0,3,5,2,EAST,3,assist others,assist others
11619,2,0,Unknown,0,White,White,1,4,5,2,WEST,3,weapon,weapon
11620,2,0,Unknown,0,White,White,0,3,6,1,SOUTH,1,disturbance,trespass
11621,2,0,Unknown,0,White,African American,0,3,5,2,EAST,3,property damage,property damage
11622,2,0,Unknown,1,White,African American,0,4,1,2,WEST,2,fraud,fraud
11623,2,0,Unknown,1,White,African American,0,4,1,2,WEST,2,fraud,fraud
11624,2,0,Unknown,1,White,African American,0,4,1,2,WEST,2,fraud,fraud
11625,3,1,None,0,White,African American,0,3,6,3,NORTH,1,unknown,unknown
11626,2,0,Unknown,0,Hispanic,White,0,3,2,2,SOUTHWEST,0,trespass,trespass
11627,2,0,Unknown,0,Asian,African American,0,4,3,2,SOUTH,3,warrant,traffic
11628,2,1,Unknown,0,White,White,0,4,6,2,SOUTHWEST,2,traffic,assault
11629,2,1,Unknown,0,Hispanic,White,0,3,6,2,SOUTHWEST,0,traffic,disturbance
11630,2,0,Unknown,0,White,African American,0,3,3,3,WEST,2,disturbance,disturbance
11631,2,0,Unknown,0,White,Unknown,0,4,3,3,WEST,2,unknown,unknown
11632,2,0,Unknown,0,African American,White,0,3,3,3,WEST,2,disturbance,disturbance
11633,2,0,Unknown,0,Hispanic,White,0,3,5,3,WEST,3,theft,theft
11634,3,1,None,0,White,White,1,4,0,2,NORTH,2,unknown,unknown
11635,3,1,None,0,White,Multi-Racial,1,3,4,2,SOUTH,1,unknown,unknown
11636,3,1,None,0,White,African American,1,3,3,2,WEST,2,unknown,unknown
11637,3,0,None,0,White,African American,0,6,2,1,Unknown,0,unknown,unknown
11638,3,1,None,0,White,White,1,4,0,2,NORTH,2,unknown,unknown
11639,3,1,None,0,White,Unknown,0,3,2,3,NORTH,2,unknown,unknown
11640,3,1,None,0,White,Multi-Racial,0,4,0,3,WEST,2,unknown,unknown
11641,3,1,None,0,White,African American,1,3,3,3,WEST,2,unknown,unknown
11642,3,1,None,0,White,White,0,4,1,2,NORTH,1,unknown,unknown
11643,3,0,None,0,White,White,0,4,1,2,Unknown,0,unknown,unknown
11644,3,0,None,0,White,White,0,4,5,2,Unknown,0,unknown,unknown
11645,3,0,None,0,White,Hispanic,0,3,5,1,Unknown,0,unknown,unknown
11646,3,0,None,0,White,African American,0,3,6,1,Unknown,0,unknown,unknown
11647,3,0,None,0,White,African American,1,3,1,1,Unknown,0,unknown,unknown
11648,3,0,None,0,White,White,1,4,5,2,Unknown,0,unknown,unknown
11649,3,0,None,0,Hispanic,African American,0,5,4,2,Unknown,0,unknown,unknown
11650,3,0,None,0,White,African American,0,4,6,2,Unknown,0,unknown,unknown
11651,3,0,None,0,White,Native,1,6,3,3,Unknown,0,unknown,unknown
11652,3,0,None,0,White,African American,0,3,5,3,Unknown,0,unknown,unknown
11653,3,0,None,1,African American,Unknown,0,3,1,2,EAST,1,unknown,unknown
11654,3,0,None,0,White,White,0,3,5,2,WEST,3,unknown,unknown
11655,2,0,Unknown,0,White,White,0,4,5,2,WEST,3,weapon,weapon
11656,2,0,Unknown,1,Hispanic,Unknown,0,2,6,3,NORTH,3,suspicious,suspicious
11657,2,0,Unknown,0,White,African American,0,3,6,1,WEST,1,suspicious,traffic
11658,2,0,Unknown,0,Asian,Unknown,0,3,2,2,SOUTH,3,disturbance,unknown
11659,2,0,Unknown,0,Asian,White,0,4,2,2,SOUTH,3,property damage,suspicious
11660,3,1,None,0,White,White,0,3,2,2,SOUTH,3,unknown,unknown
11661,3,1,None,0,White,Hispanic,0,3,6,2,SOUTH,2,unknown,unknown
11662,3,0,None,0,Native,African American,0,4,5,2,SOUTHWEST,2,unknown,unknown
11663,3,1,None,0,Native,White,0,4,1,1,WEST,2,unknown,unknown
11664,3,1,None,0,White,White,1,2,4,2,NORTH,2,unknown,unknown
11665,3,0,None,0,White,White,0,2,3,1,SOUTHWEST,2,unknown,unknown
11666,3,0,None,0,Asian,White,0,3,5,1,Unknown,0,unknown,unknown
11667,3,0,None,0,White,White,0,3,4,2,Unknown,0,unknown,unknown
11668,3,0,None,0,White,Asian,0,4,4,2,Unknown,0,unknown,unknown
11669,3,0,None,0,White,Unknown,1,3,5,2,Unknown,0,unknown,unknown
11670,3,0,None,0,White,White,0,4,0,2,Unknown,0,unknown,unknown
11671,3,0,None,0,Asian,Hispanic,0,3,4,2,WEST,2,unknown,unknown
11672,3,0,None,0,Hispanic,White,0,5,6,2,SOUTHWEST,2,unknown,unknown
11673,3,0,None,0,White,African American,0,4,3,2,SOUTHWEST,2,unknown,unknown
11674,3,1,None,0,African American,Hispanic,1,5,4,2,SOUTHWEST,2,unknown,unknown
11675,3,0,None,0,White,White,1,2,2,2,SOUTH,3,unknown,unknown
11676,3,0,None,0,Unknown,Unknown,0,3,2,3,WEST,1,unknown,unknown
11677,3,0,None,0,White,African American,0,4,5,3,SOUTH,1,unknown,unknown
11678,3,0,None,0,White,White,0,4,5,3,WEST,2,unknown,unknown
11679,3,0,None,0,White,African American,0,3,6,3,EAST,2,unknown,unknown
11680,3,0,None,0,White,White,0,4,4,3,WEST,2,unknown,unknown
11681,3,0,None,0,African American,African American,0,3,0,1,EAST,0,unknown,unknown
11682,3,0,None,0,White,White,0,3,3,1,WEST,3,unknown,unknown
11683,3,0,None,0,Multi-Racial,African American,0,3,4,2,Unknown,0,unknown,unknown
11684,3,0,None,0,White,White,0,4,0,2,Unknown,0,unknown,unknown
11685,3,0,None,0,White,White,0,4,4,2,WEST,2,unknown,unknown
11686,3,0,None,0,White,White,0,3,0,2,EAST,3,unknown,unknown
11687,3,0,None,0,White,White,0,3,0,2,WEST,3,unknown,unknown
11688,3,0,None,1,White,African American,0,3,2,2,SOUTH,1,unknown,unknown
11689,3,0,None,0,White,Asian,0,5,2,2,EAST,2,unknown,unknown
11690,3,0,None,0,African American,African American,0,5,4,2,SOUTHWEST,2,unknown,unknown
11691,3,0,None,0,White,White,0,3,4,2,SOUTHWEST,2,unknown,unknown
11692,3,0,None,0,White,White,0,2,2,2,SOUTH,3,unknown,unknown
11693,3,0,None,0,White,White,2,3,5,3,NORTH,3,unknown,unknown
11694,3,0,None,0,White,Multi-Racial,2,5,5,3,NORTH,2,unknown,unknown
11695,3,0,None,1,White,White,0,3,6,3,SOUTHWEST,2,unknown,unknown
11696,3,0,None,0,White,Multi-Racial,0,4,0,3,WEST,2,unknown,unknown
11697,3,0,None,0,White,African American,0,5,1,3,SOUTHWEST,1,unknown,unknown
11698,3,0,None,0,White,African American,0,3,2,3,NORTH,3,unknown,unknown
11699,3,0,None,0,White,White,0,4,0,2,NORTH,3,unknown,unknown
11700,3,0,None,0,White,White,0,4,2,2,EAST,3,unknown,unknown
11701,3,0,None,0,White,African American,2,4,2,2,EAST,1,unknown,unknown
11702,3,0,None,0,White,White,0,4,4,2,EAST,3,unknown,unknown
11703,3,0,None,0,White,African American,0,4,6,3,WEST,2,unknown,unknown
11704,3,0,None,0,White,Hispanic,0,5,0,3,WEST,2,unknown,unknown
11705,3,0,None,0,White,White,0,3,2,3,NORTH,3,unknown,unknown
11706,3,0,None,0,White,White,0,4,2,3,NORTH,1,unknown,unknown
11707,3,0,None,0,White,White,1,3,1,3,NORTH,3,unknown,unknown
11708,3,0,None,0,White,White,0,5,3,3,EAST,3,unknown,unknown
11709,3,0,None,1,Asian,African American,0,3,3,3,SOUTH,3,unknown,unknown
11710,3,0,None,0,White,White,0,5,3,3,WEST,2,unknown,unknown
11711,3,0,None,0,White,White,1,2,6,3,WEST,2,unknown,unknown
11712,3,0,None,0,Hispanic,African American,0,3,0,1,WEST,3,unknown,unknown
11713,3,0,None,0,White,African American,1,3,0,1,WEST,3,unknown,unknown
11714,3,0,None,0,White,White,1,4,3,1,EAST,1,unknown,unknown
11715,3,0,None,0,White,African American,0,4,3,1,GANG,0,unknown,unknown
11716,3,0,None,0,White,White,0,3,2,1,WEST,2,unknown,unknown
11717,3,0,None,0,White,White,0,4,4,1,EAST,1,unknown,unknown
11718,3,0,None,0,White,African American,0,3,4,1,NORTH,2,unknown,unknown
11719,3,0,None,0,Asian,White,0,5,6,1,SOUTHWEST,2,unknown,unknown
11720,3,0,None,1,White,White,0,3,0,2,WEST,2,unknown,unknown
11721,3,0,None,0,White,White,0,4,1,2,NORTH,2,unknown,unknown
11722,3,0,None,1,Asian,Hispanic,0,3,2,2,SOUTH,3,unknown,unknown
11723,3,0,None,1,Asian,Hispanic,1,3,2,2,SOUTH,3,unknown,unknown
11724,3,0,Lethal Blade,0,White,Unknown,0,3,2,2,SOUTH,2,unknown,unknown
11725,3,0,None,0,White,African American,1,3,4,2,WEST,3,unknown,unknown
11726,3,0,None,0,White,White,0,3,4,2,WEST,3,unknown,unknown
11727,3,0,None,0,White,White,0,3,4,2,WEST,3,unknown,unknown
11728,3,0,None,0,White,White,0,2,4,2,WEST,2,unknown,unknown
11729,3,0,None,1,Multi-Racial,Multi-Racial,1,4,5,2,SOUTH,1,unknown,unknown
11730,3,0,None,0,White,Multi-Racial,0,4,5,2,WEST,2,unknown,unknown
11731,3,0,None,0,White,African American,1,3,2,3,NORTH,3,unknown,unknown
11732,3,0,None,0,White,White,0,3,0,1,NORTH,3,unknown,unknown
11733,3,0,None,0,White,White,1,4,2,1,EAST,1,unknown,unknown
11734,3,0,None,0,Asian,Hispanic,1,5,2,1,SOUTHWEST,2,unknown,unknown
11735,3,0,None,0,Asian,White,0,3,3,1,NORTH,1,unknown,unknown
11736,3,0,None,0,White,White,0,3,5,1,EAST,3,unknown,unknown
11737,3,0,None,0,White,White,0,3,5,1,NORTH,2,unknown,unknown
11738,3,0,None,0,White,Multi-Racial,0,4,5,1,WEST,2,unknown,unknown
11739,3,0,None,1,White,White,1,2,0,2,TRAINING,0,unknown,unknown
11740,3,0,None,0,Asian,White,0,3,0,2,WEST,2,unknown,unknown
11741,3,0,None,0,White,African American,0,3,1,2,WEST,2,unknown,unknown
11742,3,0,None,1,White,White,0,5,2,2,NORTH,2,unknown,unknown
11743,3,0,None,0,White,White,0,2,4,1,WEST,2,unknown,unknown
11744,3,0,None,0,White,White,0,3,1,2,TRAINING,0,unknown,unknown
11745,3,0,None,0,White,White,0,3,3,2,WEST,3,unknown,unknown
11746,3,0,None,0,African American,Unknown,0,3,1,2,SOUTH,1,unknown,unknown
11747,3,0,None,0,White,Multi-Racial,1,4,5,2,WEST,2,unknown,unknown
11748,3,0,None,1,White,White,0,4,6,2,EAST,1,unknown,unknown
11749,3,0,None,0,White,White,0,5,5,2,WEST,2,unknown,unknown
11750,3,0,None,0,White,White,0,4,0,2,WEST,3,unknown,unknown
11751,3,0,None,0,Native,Hispanic,0,4,0,2,SOUTH,1,unknown,unknown
11752,3,0,None,0,White,White,1,3,2,2,WEST,3,unknown,unknown
11753,3,0,None,0,White,White,1,3,2,2,WEST,3,unknown,unknown
11754,3,0,None,0,Asian,Hispanic,1,3,5,2,SOUTHWEST,3,unknown,unknown
11755,3,0,None,0,White,White,0,4,6,2,WEST,3,unknown,unknown
11756,3,0,None,0,White,African American,0,3,6,2,TRAINING,0,unknown,unknown
11757,3,0,None,0,White,African American,0,3,1,3,TRAINING,0,unknown,unknown
11758,3,0,None,1,White,White,0,5,1,3,NORTH,2,unknown,unknown
11759,3,0,Lethal Blade,0,White,Multi-Racial,0,5,1,3,NORTH,2,unknown,unknown
11760,3,0,None,0,White,White,0,3,3,3,SOUTHWEST,3,unknown,unknown
11761,3,0,None,0,Asian,White,0,5,1,3,WEST,2,unknown,unknown
11762,3,0,None,0,White,White,1,5,3,3,NORTH,2,unknown,unknown
11763,3,0,None,0,White,White,0,3,4,2,NORTH,2,unknown,unknown
11764,3,0,None,0,White,White,1,4,4,2,NORTH,3,unknown,unknown
11765,3,0,None,0,White,White,0,2,5,2,WEST,2,unknown,unknown
11766,3,0,None,0,Native,White,0,4,5,2,WEST,2,unknown,unknown
11767,3,0,None,0,Native,White,0,4,6,2,WEST,2,unknown,unknown
11768,3,0,None,0,White,White,0,3,1,3,WEST,3,unknown,unknown
11769,3,0,None,0,White,Unknown,1,3,1,3,WEST,3,unknown,unknown
11770,3,0,None,0,Multi-Racial,Unknown,1,3,2,3,SOUTH,1,unknown,unknown
11771,3,0,None,0,White,African American,0,3,2,3,TRAINING,0,unknown,unknown
11772,3,0,None,0,White,African American,0,4,3,3,EAST,1,unknown,unknown
11773,3,0,None,0,Multi-Racial,Unknown,0,3,4,3,WEST,3,unknown,unknown
11774,3,0,None,0,White,White,0,3,5,3,SOUTH,2,unknown,unknown
11775,3,0,None,0,Hispanic,African American,0,5,6,3,SOUTH,1,unknown,unknown
11776,3,0,None,0,White,White,0,4,6,3,NORTH,1,unknown,unknown
11777,3,0,None,0,White,White,0,2,1,3,WEST,2,unknown,unknown
11778,3,0,None,0,White,White,0,4,0,3,TRAINING,0,unknown,unknown
11779,3,0,None,0,Multi-Racial,Unknown,0,3,3,1,SOUTH,1,unknown,unknown
11780,3,0,None,0,White,White,0,3,3,1,WEST,3,unknown,unknown
11781,3,0,None,0,White,African American,0,3,3,1,SOUTH,2,unknown,unknown
